name,default,description,label
project_id,<None>,Project ID to scope to,environment
project_name,<None>,Project name to scope to,others
project_domain_id,<None>,Domain ID containing project,others
project_domain_name,<None>,Domain name containing project,others
trust_id,<None>,Trust ID,security
default_domain_id,<None>,Optional domain ID to use with v3 and v2 parameters. It will be used  for both the user and project domain in v3 and ignored in v2  authentication.,manageability
default_domain_name,<None>,Optional domain name to use with v3 API and v2 parameters. It will be used for both the user and project domain in v3 and ignored in v2  authentication.,environment
user_id,<None>,User ID,others
username,<None>,Username,others
user_domain_id,<None>,User's domain id,others
user_domain_name,<None>,User's domain name,environment
password,<None>,User's password,security
tenant_id,<None>,Tenant ID,environment
tenant_name,<None>,Tenant Name,others
enabled,FALSE,Enable SPICE related features.,manageability
agent_enabled,TRUE,Enable the SPICE guest agent support on the instances.,manageability
html5proxy_base_url,http://127.0.0.1:6082/spice_auto.html,Location of the SPICE HTML5 console proxy.,environment
server_listen,127.0.0.1,The  address where the SPICE server running on the instances should listen.,environment
server_proxyclient_address,127.0.0.1,The address used by nova-spicehtml5proxy client to connect to instance console.,environment
keymap,<None>,A keyboard layout which is supported by the underlying hypervisor on this node.,security
html5proxy_host,0.0.0.0,IP address or a hostname on which the nova-spicehtml5proxy service listens for incoming requests.,environment
html5proxy_port,6082,Port on which the nova-spicehtml5proxy service listens for incoming requests.,environment
compute,<None>,Compute RPC API version cap.,manageability
cells,<None>,Cells RPC API version cap.,environment
intercell,<None>,Intercell RPC API version cap.,environment
cert,<None>,Cert RPC API version cap.,environment
scheduler,<None>,Scheduler RPC API version cap.,manageability
conductor,<None>,Conductor RPC API version cap.,environment
console,<None>,Console RPC API version cap.,environment
consoleauth,<None>,Consoleauth RPC API version cap.,environment
network,<None>,Network RPC API version cap.,environment
baseapi,<None>,Base API RPC API version cap.,manageability
root_token_id,<None>,root token for vault,security
approle_role_id,<None>,AppRole role_id for authentication with vault,manageability
approle_secret_id,<None>,AppRole secret_id for authentication with vault,security
kv_mountpoint,secret,"Mountpoint of KV store in Vault to use, for example: secret",environment
vault_url,http://127.0.0.1:8200,"Use this endpoint to connect to Vault, for example: 'http://127.0.0.1:8200'",environment
ssl_ca_crt_file,<None>,Absolute path to ca cert file,environment
use_ssl,FALSE,SSL Enabled/Disabled,security
cafile,<None>,PEM encoded Certificate Authority to use when verifying HTTPs connections.,manageability
certfile,<None>,PEM encoded client certificate cert file,environment
keyfile,<None>,PEM encoded client certificate key file,environment
insecure,FALSE,Verify HTTPS connections.,manageability
timeout,<None>,Timeout value for http requests,reliability
collect_timing,FALSE,Collect per-API call timing information.,debuggability
split_loggers,FALSE,Log requests to multiple loggers.,debuggability
auth_type,<None>,Authentication type to load,security
auth_section,<None>,Config Section from which to load plugin specific options,environment
auth_url,<None>,Authentication URL,security
system_scope,<None>,Scope for system operations,environment
domain_id,<None>,Domain ID to scope to,environment
domain_name,<None>,Domain name to scope to,others
project_id,<None>,Project ID to scope to,environment
project_name,<None>,Project name to scope to,others
project_domain_id,<None>,Domain ID containing project,others
project_domain_name,<None>,Domain name containing project,others
trust_id,<None>,Trust ID,security
default_domain_id,<None>,Optional domain ID to use with v3 and v2 parameters. It will be used  for both the user and project domain in v3 and ignored in v2  authentication.,manageability
default_domain_name,<None>,Optional domain name to use with v3 API and v2 parameters. It will be used for both the user and project domain in v3 and ignored in v2  authentication.,environment
user_id,<None>,User ID,others
username,<None>,Username,others
user_domain_id,<None>,User's domain id,others
user_domain_name,<None>,User's domain name,environment
password,<None>,User's password,security
tenant_id,<None>,Tenant ID,environment
tenant_name,<None>,Tenant Name,others
vlan_interface,vmnic0,This option specifies the physical ethernet adapter name for VLAN networking.,security
integration_bridge,<None>,This option should be configured only when using the NSX-MH Neutron plugin. This is the name of the integration bridge on the ESXi server or host. This should not be set for any other Neutron plugin. Hence the default value is not set.,performance
console_delay_seconds,<None>,Set this value if affected by an increased network latency causing repeated characters when typing in a remote console.,reliability
serial_port_service_uri,<None>,Identifies the remote system where the serial port traffic will be sent.,environment
serial_port_proxy_uri,<None>,Identifies a proxy service that provides network access to the serial_port_service_uri.,environment
serial_log_dir,/opt/vmware/vspc,Specifies the directory where the Virtual Serial Port Concentrator is storing console log files. It should match the 'serial_log_dir' config value of VSPC.,environment
host_ip,<None>,Hostname or IP address for connection to VMware vCenter host.,environment
host_port,443,Port for connection to VMware vCenter host.,environment
host_username,<None>,Username for connection to VMware vCenter host.,environment
host_password,<None>,Password for connection to VMware vCenter host.,environment
ca_file,<None>,Specifies the CA bundle file to be used in verifying the vCenter server certificate.,environment
insecure,FALSE,"If true, the vCenter server certificate is not verified. If false, then the default CA truststore is used for verification.",security
cluster_name,<None>,Name of a VMware Cluster ComputeResource.,others
datastore_regex,<None>,Regular expression pattern to match the name of datastore.,environment
task_poll_interval,0.5,Time interval in seconds to poll remote tasks invoked on VMware VC server.,performance
api_retry_count,10,"Number of times VMware vCenter server API must be retried on connection failures, e.g. socket error, etc.",reliability
vnc_port,5900,This option specifies VNC starting port.,environment
vnc_port_total,10000,Total number of VNC ports.,performance
vnc_keymap,en-us,Keymap for VNC.,security
use_linked_clone,TRUE,This option enables/disables the use of linked clone.,manageability
connection_pool_size,10,This option sets the http connection pool size,manageability
pbm_enabled,FALSE,This option enables or disables storage policy based placement of instances.,security
pbm_wsdl_location,<None>,This option specifies the PBM service WSDL file location URL.,environment
pbm_default_policy,<None>,This option specifies the default policy to be used.,manageability
maximum_objects,100,This option specifies the limit on the maximum number of objects to return in a single result.,performance
cache_prefix,<None>,This option adds a prefix to the folder where cached images are stored,manageability
enabled,TRUE,Enable VNC related features.,manageability
keymap,<None>,Keymap for VNC.,environment
server_listen,127.0.0.1,The IP address or hostname on which an instance should listen to for incoming VNC connection requests on this node.,environment
server_proxyclient_address,127.0.0.1,"Private, internal IP address or hostname of VNC console proxy.",environment
novncproxy_base_url,http://127.0.0.1:6080/vnc_auto.html,Public address of noVNC VNC console proxy.,environment
xvpvncproxy_host,0.0.0.0,IP address or hostname that the XVP VNC console proxy should bind to.,environment
xvpvncproxy_port,6081,Port that the XVP VNC console proxy should bind to.,environment
xvpvncproxy_base_url,http://127.0.0.1:6081/console,Public URL address of XVP VNC console proxy.,environment
novncproxy_host,0.0.0.0,IP address that the noVNC console proxy should bind to.,environment
novncproxy_port,6080,Port that the noVNC console proxy should bind to.,environment
auth_schemes,none,The authentication schemes to use with the compute node.,security
vencrypt_client_key,<None>,The path to the client certificate PEM file (for x509),security
vencrypt_client_cert,<None>,The path to the client key file (for x509),environment
vencrypt_ca_certs,<None>,The path to the CA certificate PEM file,environment
disable_rootwrap,FALSE,Use sudo instead of rootwrap.,manageability
disable_libvirt_livesnapshot,FALSE,Disable live snapshots when using the libvirt driver.,reliability
handle_virt_lifecycle_events,TRUE,Enable handling of events emitted from compute drivers.,performance
disable_group_policy_check_upcall,FALSE,Disable the server group policy check upcall in compute.,reliability
enable_consoleauth,FALSE,Enable the consoleauth service to avoid resetting unexpired consoles.,reliability
enable_numa_live_migration,FALSE,Enable live migration of instances with NUMA topologies.,manageability
ensure_libvirt_rbd_instance_dir_cleanup,FALSE,Ensure the instance directory is removed during clean up when using rbd.,security
api_paste_config,api-paste.ini,This option represents a file name for the paste.deploy config for nova-api.,environment
wsgi_log_format,"%(client_ip)s ""%(request_line)s"" status: %(status_code)s len: %(body_length)s time: %(wall_seconds).7f","It represents a python format string that is used as the template to generate log lines. The following values can be formatted into it: client_ip, date_time, request_line, status_code, body_length, wall_seconds.",environment
secure_proxy_ssl_header,<None>,"This option specifies the HTTP header used to determine the protocol scheme for the original request, even if it was removed by a SSL terminating proxy.",security
ssl_ca_file,<None>,This option allows setting path to the CA certificate file that should be used to verify connecting clients.,environment
ssl_cert_file,<None>,This option allows setting path to the SSL certificate of API server.,environment
ssl_key_file,<None>,This option specifies the path to the file where SSL private key of API server is stored when SSL is in effect.,environment
tcp_keepidle,600,This option sets the value of TCP_KEEPIDLE in seconds for each server socket. It specifies the duration of time to keep connection active. TCP generates a KEEPALIVE transmission for an application that requests to keep connection active. Not supported on OS X.,reliability
default_pool_size,1000,This option specifies the size of the pool of greenthreads used by wsgi. It is possible to limit the number of concurrent connections using this option.,performance
max_header_line,16384,This option specifies the maximum line size of message headers to be accepted. max_header_line may need to be increased when using large tokens (typically those generated by the Keystone v3 API with big service catalogs).,performance
keep_alive,TRUE,"This option allows using the same TCP connection to send and receive multiple HTTP requests/responses, as opposed to opening a new one for every single request/response pair. HTTP keep-alive indicates HTTP connection reuse.",reliability
client_socket_timeout,900,This option specifies the timeout for client connections' socket operations. If an incoming connection is idle for this number of seconds it will be closed. It indicates timeout on individual read/writes on the socket connection. To wait forever set to 0.,reliability
agent_timeout,30,Number of seconds to wait for agent's reply to a request.,reliability
agent_version_timeout,300,Number of seconds to wait for agent't reply to version request.,reliability
agent_resetnetwork_timeout,60,Number of seconds to wait for agent's reply to resetnetwork request.,reliability
agent_path,usr/sbin/xe-update-networking,Path to locate guest agent on the server.,security
disable_agent,FALSE,Disables the use of XenAPI agent.,security
use_agent_default,FALSE,Whether or not to use the agent by default when its usage is enabled but not indicated by the image.,manageability
login_timeout,10,Timeout in seconds for XenAPI login.,reliability
connection_concurrent,5,Maximum number of concurrent XenAPI connections.,reliability
cache_images,all,Cache glance images locally.,environment
image_compression_level,<None>,Compression level for images.,manageability
default_os_type,linux,Default OS type used when uploading an image to glance,environment
block_device_creation_timeout,10,Time in secs to wait for a block device to be created,reliability
max_kernel_ramdisk_size,16777216,Maximum size in bytes of kernel or ramdisk images.,performance
sr_matching_filter,default-sr:true,Filter for finding the SR to be used to install guest instances on.,manageability
sparse_copy,TRUE,Whether to use sparse_copy for copying data on a resize down. (False will use standard dd). This speeds up resizes down considerably since large runs of zeros won't have to be rsynced.,manageability
num_vbd_unplug_retries,10,"Maximum number of retries to unplug VBD. If set to 0, should try once, no retries.",reliability
ipxe_network_name,<None>,Name of network to use for booting iPXE ISOs.,environment
ipxe_boot_menu_url,<None>,URL to the iPXE boot menu.,environment
ipxe_mkisofs_cmd,mkisofs,Name and optionally path of the tool used for ISO image creation.,environment
connection_url,<None>,URL for connection to XenServer/Xen Cloud Platform. A special value of unix://local can be used to connect to the local unix socket.,environment
connection_username,root,Username for connection to XenServer/Xen Cloud Platform,environment
connection_password,<None>,Password for connection to XenServer/Xen Cloud Platform,environment
vhd_coalesce_poll_interval,5,The interval used for polling of coalescing vhds.,reliability
check_host,TRUE,Ensure compute service is running on host XenAPI connects to. This option must be set to false if the 'independent_compute' option is set to true.,security
vhd_coalesce_max_attempts,20,Max number of times to poll for VHD to coalesce.,reliability
sr_base_path,/var/run/sr-mount,Base path to the storage repository on the XenServer host.,environment
target_host,<None>,The iSCSI Target Host.,environment
target_port,3260,The iSCSI Target Port.,environment
independent_compute,FALSE,"Used to prevent attempts to attach VBDs locally, so Nova can be run in a VM on a different host.",manageability
running_timeout,60,Wait time for instances to go to running state.,reliability
image_upload_handler,'',Dom0 plugin driver used to handle image uploads.,environment
image_handler,direct_vhd,The plugin used to handle image uploads and downloads.,environment
introduce_vdi_retry_wait,20,Number of seconds to wait for SR to settle if the VDI does not exist when first introduced.,reliability
ovs_integration_bridge,<None>,The name of the integration Bridge that is used with xenapi when connecting with Open vSwitch.,security
use_join_force,TRUE,"When adding new host to a pool, this will append a --force flag to the command, forcing hosts to join a pool, even if they have different CPUs.",manageability
console_public_hostname,<current_hostname>,"This option has a sample default set, which means that its actual default value may vary from the one documented above.",manageability
console_xvp_conf_template,$pybasedir/nova/console/xvp.conf.template,XVP conf template,environment
console_xvp_conf,/etc/xvp.conf,Generated XVP conf file,environment
console_xvp_pid,/var/run/xvp.pid,XVP master process pid file,environment
console_xvp_log,/var/log/xvp.log,XVP log file,debuggability
console_xvp_multiplex_port,5900,Port for XVP to multiplex VNC connections on,environment
cloud_connector_url,http://zvm.example.org:8080/,"This option has a sample default set, which means that its actual default value may vary from the one documented above.",manageability
ca_file,<None>,CA certificate file to be verified in httpd server with TLS enabled,environment
image_tmp_path,$state_path/images,"This option has a sample default set, which means that its actual default value may vary from the one documented above.",manageability
reachable_timeout,300,Timeout (seconds) to wait for an instance to start.,reliability
